,unique_id,winning_bid,hours_final,hours_final_nan,age_at_sale,age_at_sale_nan,bucket,bucket_bin,engine,tires,transmission,score,original_price,predicted_price
3186,PW_DC3017,-0.24726775590351655,-0.028427369167603588,0,0.3333333333333333,0,"66""W bucket",1,Caterpillar four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,22.484636822125875,13499.996,12824.272
4999,rbauction_11087532,-0.4747009299256124,0.0,1,-0.3333333333333333,0,Q/C bkt,1,,,,46.142073194951294,10000.001,9907.894
3406,PW_DF1058,-0.07256623955150854,-0.19597480188870167,0,0.3333333333333333,0,"Case bucket, Hand bucket controls",1,Four cylinder diesel engine,Air Boss 12/16.5 SRA/124 NHS solid tires,Hydrostatic transmission,38.215212195187945,17000.002,19024.035
4060,rbauction_10230288,0.5168143395368485,-1.20403576112957,0,-1.0,0,hyd Q/C bkt,1,,,,22.72258638071628,36999.992,33988.77
5525,ironplanet_2110060,-0.4747009299256124,0.0,1,-0.3333333333333333,0,"44"" General Purpose Smooth Edge Bucket",1,,"9"" Track Belts",,38.80933552388363,10000.001,8680.408
2466,PW_E5062,-0.33652920114355295,0.8199796610010612,0,0.0,1,"GP 77"" bucket",1,"63HP, New Holland 334M2 three cylinder diesel engine",12x16.5 tires,,26.84671314399065,12000.001,9805.611
5829,rbauction_10908565,0.4527328305228782,-1.2320234568106707,0,-0.6666666666666666,0,bkt,1,,,,31.65807038228187,34000.023,27668.88
3469,rbauction_10527894,0.10540609052412186,-0.21363379083050246,0,-0.3333333333333333,0,bkt,1,,aperture tires,,27.13060009133417,21500.0,19403.486
5764,rbauction_10477863,0.2043961207529144,-0.942513128683138,0,0.0,0,bkt,1,,,,45.30958655463915,24499.994,25607.033
3274,PW_DB9147,-0.7669738385010474,-0.8990906839508301,0,1.0,0,"Melroe 60""W bucket",1,Kubota V1903-E four cylinder diesel engine,31 x 10  x 20 solid tires,Hydrostatic transmission,20.85088523754569,6799.997,6645.485
4304,ironplanet_1867871,0.011725703531394238,0.0,1,-0.6666666666666666,0,,0,Ultra Low Sulfur Diesel,Cushion Tires,,49.007775268287446,19000.012,18172.885
870,rbauction_11054342,-0.02924894348634055,-0.8511846390794133,0,-0.6666666666666666,0,,0,,,,31.72653003423348,18000.002,17312.215
5035,rbauction_10191536,0.0505981401487734,0.4376194550291715,0,0.0,0,hyd Q/C bkt,1,,,,42.13044505772093,19999.992,20106.094
1197,rbauction_10309462,0.2780313141708701,-1.4155406679868447,0,-1.0,0,bkt,1,,,,21.334738390701308,27000.004,27273.525
4182,rbauction_10344841,-0.02924894348634055,0.039808277536820674,0,-0.6666666666666666,0,,0,,,,32.359558405399646,18000.002,18561.416
2915,PW_BV9372,0.06931134680273665,-0.28519972549414313,0,-0.6666666666666666,0,"61""W bucket, Handle to lock bucket damaged",1,Turbo diesel engine,Galaxy 14-17.5 tires,Hydrostatic transmission,53.58514100680127,20500.01,20401.791
4271,rbauction_10428516,-0.9277695268422086,1.1167083825191324,0,2.333333333333333,0,bkt,1,,,,27.667562916119728,5499.998,6236.0005
2660,PW_I2440,-0.7028923294870761,0.07487340135729993,0,1.3333333333333333,0,"68""W bucket",1,"46 HP, Kubota four cylinder diesel engine",10-16.5 tires,Hydrostatic transmission,20.80728187576109,7399.9976,7165.296
634,rbauction_10227453,-0.27586912621808235,0.07826649799162773,0,-0.6666666666666666,0,bkt,1,,foam filled tires,,27.254686879213637,13000.003,13313.494
4890,ironplanet_1609773,0.35787839780598585,-2.1386271100357197,0,-1.0,0,"74"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Cushion Tires,,48.691756277354315,29999.99,28053.16
5054,rbauction_11260177,-0.11851038872637608,0.09540717329067487,0,0.0,0,with bucket,1,,,,26.92414915550765,16000.009,14777.465
792,rbauction_10772323,-0.6438094588007637,0.0,1,0.3333333333333333,0,bkt,1,,,,47.204154485826244,8000.001,7616.9795
3881,bigiron_EL7190,-0.11851038872637608,0.8877979048335839,0,-0.6666666666666666,0,"72"" Smooth Bucket, Height To Bucket Hinge Pin- 119""",1,"66 Hp, Kubota 2.6L Tier 4 Turbo Diesel",Tires,Hydrostatic Transmission,26.306821766506662,16000.009,17687.508
2471,PW_B6574,-0.6927197423427893,0.5513868145991256,0,0.3333333333333333,0,,0,"63 HP, Perkins four cylinder diesel engine",,,37.30088771702205,7499.9976,7409.432
3975,rbauction_11261338,0.21970666902392466,-4.480169267924682,0,-0.6666666666666666,0,,0,,,,37.825667615115755,24999.992,24379.469
1558,rbauction_10200761,-0.6438094588007637,0.06385005076543011,0,0.3333333333333333,0,bkt,1,,,,24.510032131556983,8000.001,7286.0293
3422,PW_EF9516,-0.7450057390983122,1.3765149484015913,0,0.3333333333333333,0,"73""W bucket, Foot bucket controls",1,Kubota V3300T four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,37.34878421853053,6999.9995,7174.5337
4448,rbauction_10557892,-0.5135733665429933,0.010224159936038684,0,0.6666666666666666,0,bkt,1,,aperture tires,,32.589207038999874,9500.0,8490.138
4067,bigiron_BR0187,-0.7606477795507605,1.4374221949629633,0,2.333333333333333,0,"4' 7"" Bucket",1,Deutz Air Cooled 3 Cylinder Diesel Engine,Tires 10-16.5 10 Ply,,64.77475195268865,6856.997,7007.8545
2220,PW_3538,-0.402470456767821,-0.6108125295579756,0,-0.6666666666666666,0,,0,John Deere 4024T 66hp turbocharged diesel engine,12-16.5 14ply tires,,62.65941957852559,11000.002,11064.897
3558,rbauction_10547036,0.0505981401487734,-0.2078816418862063,0,-0.3333333333333333,0,bkt,1,,aperture tires,,17.221484757479388,19999.992,18831.576
3402,PW_DF7191,-0.33652920114355295,-0.6487282917593028,0,0.3333333333333333,0,"72""W bucket, Hand bucket controls",1,Four cylinder diesel engine,12-16.5 foam-filled re-capped tires,Hydrostatic transmission,43.72357617591918,12000.001,11700.9
4273,rbauction_10839751,-0.16742067226840174,1.117630667108748,0,0.0,0,bkt,1,,Loegering VTS56L tracks,,15.174271712406759,15000.002,13194.288
4666,rbauction_10185404,-0.5545480135607281,-0.503803912706952,0,0.3333333333333333,0,bkt,1,,,,26.74316526538805,9000.005,6410.5923
1885,rbauction_11131078,-0.1931128399187525,-0.23165514992056216,0,-0.3333333333333333,0,bkt,1,,,,28.92986707247473,14499.993,14615.892
3386,PW_DG3896,-0.0505981401487734,-0.1215737024625212,0,0.3333333333333333,0,"Bobcat 74""W bucket",1,"75 HP, Kubota V3300-T four cylinder turbo diesel engine",12-16.5 tires,Two speed hydrostatic transmission,22.47556492984323,17499.992,15247.033
5210,rbauction_11108762,-0.07256623955150854,0.2782957870904565,0,0.3333333333333333,0,bkt,1,,,,14.833820667574587,17000.002,15154.529
2812,PW_L5390,-0.634395097195843,-0.4350243312092101,0,1.0,0,"68""W bucket",1,Perkins four cylinder turbo diesel engine,Galaxy 12-16.5 tires,Two speed hydrostatic transmission,55.218173115246685,8100.001,7361.383
2103,rbauction_10689534,-0.8618282712179406,0.9413669419983158,0,1.0,0,bkt,1,,,,25.922081915561446,5999.9976,6101.486
1198,rbauction_10175558,-0.9277695268422086,1.121883679874184,0,0.0,0,bkt,1,,,,32.24815407154385,5499.998,7251.95
383,rbauction_10744390,0.21970666902392466,-2.90656472077946,0,-1.0,0,bkt,1,,,,21.400427254400324,24999.992,20537.248
1764,rbauction_11216439,-0.14257102428612622,0.4871796340776463,0,-0.3333333333333333,0,bkt,1,,,,24.57014663522432,15499.992,14368.136
4308,rbauction_11098730,-0.36878285015768775,0.9469823410505314,0,0.6666666666666666,0,bkt,1,,,,33.07643102474759,11500.001,11650.771
5922,ironplanet_1694445,-0.27586912621808235,-6.7328242930088305,0,-0.3333333333333333,0,"72"" General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel Fuel *** Seller comments: The cab door was installed post inspection ***,Cushion Tires,,52.19431869072108,13000.003,13322.639
5098,rbauction_10681560,-0.7450057390983122,0.7918826119483511,0,1.0,0,bkt,1,,solid tires,,25.688967516073824,6999.9995,6307.7754
3658,rbauction_11274287,-0.21970666902392466,0.6683856539789143,0,0.0,0,bkt,1,,,,28.3573336164566,14000.007,11987.934
4809,bigiron_EN7291,-0.36878285015768775,0.3695687860156503,0,0.3333333333333333,0,,0,Diesel,"12-16.5 Front Tires, 12-16.5 Rear Tires",,30.31303408271556,11500.001,11490.244
3917,rbauction_10504606,-0.3055924010504629,-0.007850752336740463,0,0.0,0,bkt,1,,,,32.19423541051939,12500.001,12163.137
4110,rbauction_10783879,-0.16742067226840174,-1.658627603224167,0,-0.6666666666666666,0,bkt,1,,,,14.042596234215686,15000.002,14066.814
4652,bigiron_FM9026,-0.44134289338520105,0.22836102055713606,0,0.0,1,Quick Attach Bucket,1,"4 Cylinder Case Diesel Engine, 56 Hp",12-16.5 Tires,,50.6744479203131,10450.001,10853.812
1914,rbauction_10784760,-0.02924894348634055,-0.5133461632494934,0,-0.6666666666666666,0,bkt,1,,cushion tires,,41.33258036854261,18000.002,17910.533
3863,rbauction_10630724,-0.16742067226840174,-0.5008885725369658,0,-0.6666666666666666,0,,0,,solid tires,,10.08632080058591,15000.002,13459.297
662,rbauction_11079896,-0.07256623955150854,1.0389688069073153,0,-0.6666666666666666,0,bkt,1,,,,18.03769791777295,17000.002,22674.268
5026,rbauction_10438693,-0.6438094588007637,0.4760067848595518,0,2.0,0,bkt,1,,,,48.32442300508524,8000.001,7548.217
6142,ironplanet_1707462,-0.24726775590351655,-5.767973082403778,0,-0.6666666666666666,0,"73"" General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,45.34046287250904,13499.996,12569.311
2528,PW_G4204,-0.21970666902392466,-0.037825026557364236,0,-0.6666666666666666,0,,0,"Engine block heater, Kubota four cylinder diesel engine",12-16.5 tires,,25.086639590284395,14000.007,12980.442
5254,rbauction_10100790,-0.6927197423427893,-0.16664666835594846,0,-0.6666666666666666,0,,0,,,,47.651171479063386,7499.9976,6715.4053
2156,PW_5221,-0.21970666902392466,-0.69015848670052,0,-0.6666666666666666,0,,0,56 hp liquid cooled diesel engine,Heavy duty tires,,23.92746736058621,14000.007,12494.614
2253,PW_8671,-0.6533422431519806,0.19605706926918853,0,0.0,1,"76"" smooth bucket",1,CNH 3.2L four cylinder diesel engine,12-16.5NHS tires,,37.712380845716034,7899.999,7277.959
3368,PW_DG3803,-0.09519019911061033,0.2362547050090844,0,0.6666666666666666,0,"72""W bucket",1,"75 HP, Kubota V3300-T four cylinder turbo diesel engine",12-16.5 foam-filled tires,Two speed hydrostatic transmission,45.37720377782584,16500.002,16368.413
3431,PW_DC4592,-0.24726775590351655,0.16286117391002955,0,1.0,0,"81""W bucket, Hand bucket controls",1,Case four cylinder diesel engine,"16.5""W over tire tracks, 6.00-16 tires",Hydrostatic transmission,44.170024081962566,13499.996,13486.316
433,rbauction_10092876,-0.09519019911061033,0.3754901689233587,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,25.772429675363803,16500.002,16028.433
1596,rbauction_10336495,0.011725703531394238,-0.6291446934767088,0,-0.6666666666666666,0,bkt,1,,,,23.654161894573804,19000.012,12938.248
5943,ironplanet_1976325,-0.3055924010504629,-6.12407095646866,0,-0.6666666666666666,0,,0,Ultra Low Sulfur Diesel,,,47.28622556236808,12500.001,11898.817
4713,rbauction_10344686,-0.16742067226840174,0.475767513527259,0,-0.3333333333333333,0,bkt,1,,,,19.997950501051715,15000.002,14032.153
3011,PW_DA8093,-0.6629964675104087,0.9192616847729418,0,2.0,0,"72""W bucket",1,"60 HP, Case 4-390 3.92L four cylinder diesel engine",12-16.5 tires,Hydrostatic transmission,33.404583890524584,7799.9976,6573.307
2031,rbauction_10835826,-0.14257102428612622,-0.42362274142109296,0,-0.6666666666666666,0,bkt,1,,aperture tires,,39.92064393616396,15499.992,15348.572
2424,PW_D4712,-0.4377254814411016,-0.07064000512349437,0,0.0,0,Bucket,1,Kubota 2.2L diesel engine,12-16.5 tires,,27.174700869236627,10499.999,10166.221
255,rbauction_10467161,-0.3055924010504629,1.1560688439008069,0,1.0,0,"bucket, cleanup bucket",1,,,,39.95187172691083,12500.001,11762.077
1437,rbauction_10092446,-0.9277695268422086,0.0,1,2.0,0,bkt,1,,,,25.136409076602487,5499.998,5161.4663
2105,rbauction_10519626,-0.21970666902392466,0.08873973614098303,0,-0.6666666666666666,0,bkt,1,,,,34.148157435009445,14000.007,14845.62
3806,rbauction_10775641,-0.14257102428612622,0.19966922602213,0,-0.6666666666666666,0,,0,,,,31.36442721084059,15499.992,15209.374
1131,rbauction_10727245,-0.402470456767821,-1.1002333391148622,0,-0.6666666666666666,0,bkt,1,,,,16.662993562101665,11000.002,10802.694
5344,ironplanet_2112062,-0.21970666902392466,-0.8447030936480044,0,-0.3333333333333333,0,"72"" Wide General Purpose Smooth Edge Bucket",1,,Cushion Tires,,29.616217313502226,14000.007,13248.444
5404,rbauction_11156391,-0.6927197423427893,0.22836102055713606,0,1.6666666666666667,0,bkt,1,,,,19.567353334037566,7499.9976,7432.6743
3282,PW_DD5322,-0.4377254814411016,-0.06132754533186175,0,1.0,0,"Melroe 72""W bucket",1,3.2L three cylinder turbo diesel engine,Samson 12-16.5 tires,Hydrostatic transmission,45.923041679247206,10499.999,10882.366
4723,bigiron_DG4721,0.0314111314391301,0.20097906283427744,0,-0.3333333333333333,0,6' Material Bucket,1,"75 HP, Kubota V3800 4 Cylinder Turbo Diesel Engine",12R-16 Tires,Hydrostatic Transmission,29.583016783965398,19500.006,16611.645
3070,PW_DA3147,-0.6438094588007637,0.08836783462378021,0,0.0,1,"72""W bucket",1,John Deere four cylinder diesel engine,14-17.5 tires,Hydrostatic transmission,35.59160212954541,8000.001,7813.317
4419,rbauction_10476516,-0.33652920114355295,0.7193424706933478,0,1.6666666666666667,0,bkt,1,,,,27.4849374250992,12000.001,13512.812
5219,ironplanet_2085579,-0.6927197423427893,0.0,1,0.0,1,,0,,,,19.647715513963,7499.9976,6526.8516
767,rbauction_10864304,0.2780313141708701,0.4603169482345959,0,0.3333333333333333,0,bkt,1,,,,31.49480739936817,27000.004,25663.19
1620,rbauction_10784866,-0.4747009299256124,0.2468775112417525,0,0.6666666666666666,0,bkt,1,,,,31.39482814368339,10000.001,8544.682
2093,rbauction_10444797,-0.008484730537539066,-1.7352921655112934,0,-0.6666666666666666,0,,0,,,,32.91724937135706,18500.004,16903.715
2522,PW_AL9651,0.06931134680273665,-0.13874797874960096,0,-0.6666666666666666,0,,0,Kubota four cylinder diesel engine,14-17.5 foam filled tires,,36.68540555963868,20500.01,19603.885
5303,rbauction_10687750,-0.02924894348634055,-2.715105329453112,0,-0.6666666666666666,0,bkt,1,,,,33.98417096902185,18000.002,16318.165
1272,bigiron_FL3812,-0.2333619278926697,0.4798262871330256,0,0.3333333333333333,0,6' Quick Tach Bucket,1,"Diesel, Kubota 4-Cyl W/Turbocharger, Water Cooled Engine",10-16.5 Tires,,19.81994611983401,13750.002,14827.935
538,bigiron_DJ1071,-0.1930605764544806,-0.11780237978166425,0,0.3333333333333333,0,"60"" Bucket",1,56 HP 2 Liter/122 Cubic Inch Kubota Engine,"10-16.5 Unused Tires, 12-16.5 Tires On Skid Steer",,15.5608934297196,14501.002,13081.787
2884,PW_J1661,0.2043961207529144,-1.873150318834944,0,-1.0,0,Low profile bucket,1,"61 HP, Bobcat D24NAP four cylinder turbo diesel engine",10-16.5 tires,Two speed hydrostatic transmission,38.45504872489373,24499.994,25202.39
5235,ironplanet_1790232,0.4415052716374479,-1.5112858750062432,0,-0.6666666666666666,0,"73"" General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,32.20945577320039,33500.008,33003.105
3999,rbauction_11068616,-0.0505981401487734,0.7534879173017954,0,-0.3333333333333333,0,bkt,1,,,,28.623954004964514,17499.992,18899.494
2729,PW_I2105,-0.9141142679734626,1.007145769020913,0,0.3333333333333333,0,"Bucket welded to the quick attach, Skid steer grapple bucket",1,Deutz four cylinder turbo diesel engine,Solid tires,Hydrostatic transmission,49.07356700478021,5599.9995,6494.6816
1626,rbauction_10189321,-0.5545480135607281,0.41969288042028985,0,1.0,0,bkt,1,,,,45.74920687395994,9000.005,8453.03
644,rbauction_11135634,0.2780313141708701,-0.3200322651898623,0,-0.6666666666666666,0,bkt,1,,,,42.59482604684072,27000.004,26144.156
2165,PW_3879,-0.1931128399187525,-2.9178970769757897,0,-0.6666666666666666,0,,0,Kubota 46 hp liquid cooled diesel engine,"10-16.5 NHS front tires, 12-16.5 NHS rear tires",,22.401599337638217,14499.993,14097.784
642,rbauction_10258980,-0.33652920114355295,0.07939462328451115,0,-0.3333333333333333,0,bkt,1,,,,23.871694466393194,12000.001,10505.93
724,rbauction_10858767,-1.0,0.0,1,1.6666666666666667,0,bkt,1,,,,25.634072901536694,4999.998,5195.577
2279,PW_3762,-0.02924894348634055,0.054621467568774736,0,0.0,0,,0,74 HP four cylinder diesel engine,305-70D16.5 tires,,20.544694805809122,18000.002,14860.209
5815,ironplanet_1950143,-0.634395097195843,-1.6778700566580038,0,0.0,1,General Purpose Smooth Edge Bucket,1,,Solid Tires,,41.24260937260164,8100.001,7970.545
1933,rbauction_11249198,-0.21970666902392466,-1.2713672206258593,0,0.0,0,bkt,1,,,,32.84465834874929,14000.007,12507.107
4968,rbauction_11259563,-0.33652920114355295,-0.10937565332300576,0,0.0,1,bkt,1,,,,21.27563686062228,12000.001,12516.142
2355,PW_C4487,-0.21970666902392466,-0.38899794692523937,0,-0.6666666666666666,0,6' bucket,1,"74 HP, Case four cylinder diesel engine",12-16.5 tires,,35.41585749182018,14000.007,13746.017
1766,rbauction_10537063,-0.402470456767821,0.11907117578010168,0,-0.3333333333333333,0,bkt,1,,,,16.61736485521947,11000.002,10828.316
4914,rbauction_11120333,-0.11851038872637608,0.4112345927013875,0,0.0,0,bkt,1,,,,19.37014814791176,16000.009,15291.708
5571,bigiron_DB8032,-0.06590868841978459,0.15358566178465646,0,0.0,0,,0,3.0 L 4-Cylinder Diesel Engine,Tires: 14-17.5,2 Speed Hydrostat Transmission,48.361372933508385,17150.008,17706.055
2348,rbauction_10799864,-0.5978653096258961,-0.050368513442852834,0,0.3333333333333333,0,bkt,1,,,,37.760251522675134,8500.006,9706.514
444,rbauction_10067886,0.011725703531394238,0.3371087933639062,0,0.0,0,,0,,,,33.82604157406573,19000.012,19464.98
2038,rbauction_10150890,-0.14257102428612622,0.681167989558083,0,0.0,0,bkt,1,,solid tires,,33.077677429220856,15499.992,14781.41
4722,rbauction_10560016,0.08757358863328601,-0.3563035762369814,0,-0.6666666666666666,0,bkt,1,,,,21.290775854278813,20999.99,20934.264
4217,rbauction_10536620,0.13985958538880894,-0.22684868685801104,0,0.3333333333333333,0,hyd Q/C bkt,1,80 hp,,,22.398141856947245,22500.004,20370.354
5784,rbauction_10237692,-0.02924894348634055,0.4812543287805908,0,-0.3333333333333333,0,bkt,1,,,,33.758321776319406,18000.002,15531.555
3808,rbauction_10769164,-0.4747009299256124,0.0,1,0.3333333333333333,0,bkt,1,,,,24.6003080642035,10000.001,8089.394
134,bigiron_AT0581,0.35787839780598585,-2.0039161664418423,0,-1.0,0,"C76"" Work Site Pro Bucket",1,Diesel Engine: John Deere 4024 66 HP,10 X 16.5 Tires,,38.08014679573314,29999.99,27925.09
1494,rbauction_10652865,-0.4377254814411016,0.01751254549746266,0,-0.3333333333333333,0,bkt,1,,solid tires,,26.276632734946126,10499.999,10663.652
5947,ironplanet_1828981,0.0505981401487734,-6.12407095646866,0,0.0,0,78” Wide General Purpose Smooth Edge Bucket,1,,18” Track Belts,,32.241689779884155,19999.992,18361.078
1859,rbauction_10743398,0.13985958538880894,-0.2857690904539558,0,-0.3333333333333333,0,,0,,,,16.67462262927165,22500.004,22136.898
136,rbauction_11269074,-0.7450057390983122,0.08873973614098303,0,0.3333333333333333,0,bkt,1,,,,18.98634614706309,6999.9995,6275.5063
248,rbauction_10388596,-0.24726775590351655,0.6775620065396576,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,24.805144105566026,13499.996,13919.662
5127,bigiron_BC0533,-0.018795724469423014,0.24780867805782356,0,-0.3333333333333333,0,,0,Kubota 4 Cylinder Diesel,"12"" Tracks",,17.786243093618666,18249.996,16137.884
5607,ironplanet_1600453,-0.5978653096258961,-6.12407095646866,0,0.0,1,General Purpose Smooth Edge Bucket,1,,Cushion Tires,,38.935062565454785,8500.006,8562.072
